Date	Arkengarthdale	East Cowton	Malham Tarn	Snaizeholme	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1	Skelton Tomorrow	Skelton - 1	Average Rainfall	Average River flow	Average Rainfall -1 day	Skelton + average Rain
1993-06-30	0.2	0.0	0.0	0.6	5.495	2.308	5.064	11.7	11.16	12.867	11.16	12.16	0.2	6.14175	2.35	11.899999999999999
1993-07-01	0.2	0.0	0.0	1.4	5.272	2.257	4.887	11.16	11.6	12.416	11.6	11.7	0.39999999999999997	5.894	0.2	11.56
1993-07-02	0.2	0.0	5.0	2.2	5.158	2.222	4.874	11.6	11.34	12.253	11.34	11.16	1.85	5.9635	0.39999999999999997	13.45
1993-07-03	0.4	0.0	9.907	4.8	5.055	2.196	4.797	11.34	10.95	12.048	10.95	11.6	3.77675	5.8469999999999995	1.85	15.11675
1993-07-04	0.8	0.0	14.507	8.8	4.958	2.184	4.748	10.95	10.5	11.89	10.5	11.34	6.02675	5.71	3.77675	16.97675
1993-07-05	0.8	0.0	14.507	8.0	4.865	2.166	4.654	10.5	10.2	11.686	10.2	10.95	5.8267500000000005	5.546250000000001	6.02675	16.32675
1993-07-06	0.8	0.0	9.507	7.2	4.722	2.144	4.49	10.2	9.867	11.356	9.867	10.5	4.37675	5.389	5.8267500000000005	14.57675
1993-07-07	0.6	0.0	4.6	4.6	4.558	2.116	4.422	9.867	9.656	11.096	9.656	10.2	2.4499999999999997	5.24075	4.37675	12.317
1993-07-08	0.0	0.0	2.8	1.024	4.385	2.104	4.349	9.656	13.04	10.838	13.04	9.867	0.956	5.1235	2.4499999999999997	10.612
1993-07-09	0.0	0.0	8.4	3.824	4.368	2.18	5.519	13.04	14.6	12.066	14.6	9.656	3.056	6.27675	0.956	16.096
1993-07-10	1.2	0.0	13.2	8.224	4.558	2.202	6.125	14.6	11.95	12.884	11.95	13.04	5.656	6.87125	3.056	20.256
1993-07-11	2.2	0.0	18.0	13.624	4.625	2.204	6.406	11.95	10.7	13.235	10.7	14.6	8.456	6.29625	5.656	20.406
1993-07-12	2.2	0.0	15.2	13.2	4.668	2.174	6.563	10.7	10.27	13.404	10.27	11.95	7.6499999999999995	6.02625	8.456	18.349999999999998
1993-07-13	5.2	1.4	14.6	10.6	4.552	2.064	5.451	10.27	10.58	12.068	10.58	10.7	7.949999999999999	5.58425	7.6499999999999995	18.22
1993-07-14	7.0	2.586	13.2	6.2	4.318	2.074	4.905	10.58	12.28	11.296	12.28	10.27	7.2465	5.469250000000001	7.949999999999999	17.8265
1993-07-15	9.0	3.386	14.4	0.8	4.46	2.339	4.871	12.28	17.62	11.67	17.62	10.58	6.8965000000000005	5.9875	7.2465	19.1765
1993-07-16	12.0	3.7	23.0	0.2	5.095	2.654	6.684	17.62	23.8	14.433	23.8	12.28	9.725000000000001	8.01325	6.8965000000000005	27.345000000000002
1993-07-17	9.0	2.3	19.8	0.0	6.362	2.77	8.315	23.8	17.75	17.447	17.75	17.62	7.775	10.31175	9.725000000000001	31.575000000000003
1993-07-18	6.8	1.714	21.0	0.0	6.862	2.77	9.226	17.75	46.31	18.858	46.31	23.8	7.3785	9.152000000000001	7.775	25.1285
1993-07-19	4.393	1.359	19.506	0.0	7.48	5.302	18.703	46.31	46.49	31.485	46.49	17.75	6.3145	19.44875	7.3785	52.624500000000005
1993-07-20	1.6	1.2	15.106	0.0	8.828	5.918	20.932	46.49	37.24	35.677	37.24	46.31	4.4765	20.542	6.3145	50.9665
1993-07-21	1.6	1.2	13.306	0.0	8.785	6.627	24.041	37.24	24.29	39.453	24.29	46.49	4.0264999999999995	19.173250000000003	4.4765	41.2665
1993-07-22	0.8	0.6	11.106	0.0	8.907	6.89	24.743	24.29	18.73	40.54	18.73	37.24	3.1265	16.2075	4.0264999999999995	27.4165
1993-07-23	0.328	0.156	13.2	0.8	8.415	4.294	18.494	18.73	39.61	31.203	39.61	24.29	3.621	12.48325	3.1265	22.351
1993-07-24	0.521	0.0	9.2	0.8	8.69	3.593	19.06	39.61	25.53	31.343	25.53	18.73	2.63025	17.73825	3.621	42.24025
1993-07-25	1.521	0.4	9.492	0.8	8.42	2.934	16.234	25.53	22.36	27.587	22.36	39.61	3.0532500000000002	13.2795	2.63025	28.58325
1993-07-26	3.921	0.4	7.692	0.8	8.35	2.806	17.117	22.36	22.1	28.273	22.1	25.53	3.20325	12.658249999999999	3.0532500000000002	25.56325
1993-07-27	4.8	0.8	8.092	0.0	8.63	2.785	15.848	22.1	23.89	27.262	23.89	22.36	3.423	12.34075	3.20325	25.523000000000003
1993-07-28	4.4	0.8	7.892	2.6	6.938	2.729	13.803	23.89	19.53	23.47	19.53	22.1	3.923	11.84	3.423	27.813000000000002
1993-07-29	4.0	0.4	10.2	2.6	6.445	2.707	13.193	19.53	15.53	22.344	15.53	23.89	4.3	10.46875	3.923	23.830000000000002
1993-07-30	1.6	0.4	12.8	2.6	6.075	2.613	11.466	15.53	13.52	20.154	13.52	19.53	4.3500000000000005	8.921	4.3	19.88
1993-07-31	3.8	0.0	15.0	2.6	5.602	2.486	9.846	13.52	12.49	17.934	12.49	15.53	5.3500000000000005	7.8635	4.3500000000000005	18.87
1993-08-01	3.8	0.0	16.0	0.0	5.08	2.388	7.616	12.49	12.45	15.084	12.45	13.52	4.95	6.8934999999999995	5.3500000000000005	17.44
1993-08-02	4.0	0.0	18.0	0.0	4.705	2.412	6.592	12.45	12.56	13.708	12.56	12.49	5.5	6.53975	4.95	17.95
1993-08-03	6.8	0.0	23.4	3.0	4.498	2.417	6.689	12.56	25.11	13.604	25.11	12.45	8.3	6.541	5.5	20.86
1993-08-04	4.8	0.311	20.4	6.4	5.738	2.599	9.498	25.11	108.0	17.835	108.0	12.56	7.97775	10.73625	8.3	33.08775
1993-08-05	6.3	1.2	22.159	8.3	7.803	4.168	15.031	108.0	83.639	27.002	83.639	25.11	9.48975	33.7505	7.97775	117.48975
1993-08-06	7.3	2.4	18.159	8.7	10.403	6.924	22.147	83.639	48.75	39.474	48.75	108.0	9.13975	30.77825	9.48975	92.77875
1993-08-07	4.7	2.8	14.359	8.7	13.256	7.56	24.579	48.75	31.65	45.395	31.65	83.639	7.63975	23.53625	9.13975	56.38975
1993-08-08	4.3	2.689	11.759	6.5	13.841	7.792	24.205	31.65	33.63	45.838	33.63	48.75	6.312	19.372	7.63975	37.961999999999996
1993-08-09	3.2	1.865	10.555	5.276	14.515	6.66	21.8	33.63	41.23	42.975	41.23	31.65	5.224	19.15125	6.312	38.854
1993-08-10	1.4	0.665	10.155	5.276	14.85	4.181	17.015	41.23	40.14	36.046	40.14	33.63	4.374	19.319	5.224	45.604
1993-08-11	2.3	0.265	7.255	2.48	15.225	4.447	20.914	40.14	67.91	40.586	67.91	41.23	3.075	20.1815	4.374	43.215
1993-08-12	3.7	0.065	7.255	1.338	19.075	4.886	23.94	67.91	44.83	47.901	44.83	40.14	3.0895	28.952749999999998	3.075	70.9995
1993-08-13	3.3	0.0	5.7	0.662	19.225	4.845	23.835	44.83	30.32	47.905	30.32	67.91	2.4155	23.18375	3.0895	47.2455
1993-08-14	3.3	0.0	5.5	0.262	17.95	4.733	23.056	30.32	31.47	45.74	31.47	44.83	2.2655000000000003	19.01475	2.4155	32.5855
1993-08-15	2.2	1.0	3.6	0.058	16.75	4.585	18.583	31.47	33.0	39.918	33.0	30.32	1.7145000000000001	17.847	2.2655000000000003	33.1845
1993-08-16	0.0	3.0	0.0	0.0	12.9	4.194	14.524	33.0	24.38	31.618	24.38	31.47	0.75	16.1545	1.7145000000000001	33.75
1993-08-17	0.0	3.0	0.0	0.0	11.215	4.052	12.239	24.38	20.33	27.506	20.33	33.0	0.75	12.971499999999999	0.75	25.13
1993-08-18	0.0	3.0	0.0	0.0	10.435	3.983	11.187	20.33	17.9	25.604	17.9	24.38	0.75	11.48375	0.75	21.08
1993-08-19	0.0	2.0	5.6	1.0	9.095	3.346	9.005	17.9	15.83	21.446	15.83	20.33	2.15	9.836500000000001	0.75	20.049999999999997
1993-08-20	0.0	0.0	7.0	1.2	7.658	3.016	7.524	15.83	14.52	18.198	14.52	17.9	2.05	8.507	2.15	17.88
1993-08-21	0.4	0.0	9.0	2.0	6.808	2.865	6.734	14.52	13.99	16.406	13.99	15.83	2.85	7.73175	2.05	17.37
1993-08-22	1.187	0.0	9.0	3.2	6.19	2.868	6.196	13.99	13.78	15.254	13.78	14.52	3.34675	7.311	2.85	17.336750000000002
1993-08-23	2.187	0.2	3.4	3.2	5.8	2.839	5.85	13.78	13.29	14.489	13.29	13.99	2.24675	7.06725	3.34675	16.02675
1993-08-24	2.187	0.2	2.0	3.0	5.542	2.787	5.584	13.29	12.84	13.913	12.84	13.78	1.8467500000000001	6.80075	2.24675	15.13675
1993-08-25	1.787	0.2	0.0	2.2	5.378	2.735	5.366	12.84	12.39	13.479	12.39	13.29	1.04675	6.57975	1.8467500000000001	13.88675
1993-08-26	1.0	0.2	0.0	1.0	5.25	2.592	5.2	12.39	12.07	13.042	12.07	12.84	0.55	6.3580000000000005	1.04675	12.940000000000001
1993-08-27	0.0	0.0	0.0	0.0	5.085	2.512	5.02	12.07	11.58	12.617	11.58	12.39	0.0	6.171749999999999	0.55	12.07
1993-08-28	0.0	0.0	0.2	0.0	4.918	2.468	4.874	11.58	11.32	12.259	11.32	12.07	0.05	5.96	0.0	11.63
1993-08-29	0.0	0.0	2.2	1.4	4.75	2.427	4.757	11.32	10.88	11.934	10.88	11.58	0.9	5.8134999999999994	0.05	12.22
1993-08-30	0.0	0.0	2.2	1.4	4.595	2.388	4.627	10.88	10.58	11.611	10.58	11.32	0.9	5.6225000000000005	0.9	11.780000000000001
1993-08-31	0.0	0.0	2.2	1.4	4.46	2.353	4.511	10.58	10.48	11.324	10.48	10.88	0.9	5.476000000000001	0.9	11.48
1993-09-01	0.0	0.0	2.2	2.4	4.362	2.32	4.394	10.48	10.34	11.077	10.34	10.58	1.15	5.389	0.9	11.63
1993-09-02	0.0	0.0	0.2	1.0	4.26	2.297	4.289	10.34	10.25	10.846	10.25	10.48	0.3	5.2965	1.15	10.64
1993-09-03	1.2	0.0	0.2	2.2	4.195	2.278	4.203	10.25	10.04	10.676	10.04	10.34	0.9	5.2315000000000005	0.3	11.15
1993-09-04	1.2	0.0	0.2	2.2	4.135	2.262	4.134	10.04	9.96	10.531	9.96	10.25	0.9	5.1427499999999995	0.9	10.94
1993-09-05	1.2	0.0	0.0	1.2	4.065	2.248	4.078	9.96	9.954	10.39	9.954	10.04	0.6	5.087750000000001	0.9	10.56
1993-09-06	1.2	0.0	0.0	1.2	4.025	2.244	4.012	9.954	10.01	10.281	10.01	9.96	0.6	5.05875	0.6	10.554
1993-09-07	0.8	0.0	0.0	0.0	3.98	2.233	3.928	10.01	11.97	10.14	11.97	9.954	0.2	5.03775	0.6	10.209999999999999
1993-09-08	2.765	1.45	0.186	2.4	4.18	2.807	6.107	11.97	58.26	13.094	58.26	10.01	1.70025	6.266	0.2	13.670250000000001
1993-09-09	5.465	4.35	0.986	7.2	11.635	4.21	13.284	58.26	55.08	29.129	55.08	11.97	4.50025	21.84725	1.70025	62.76025
1993-09-10	7.929	5.75	11.186	11.255	15.845	5.322	22.155	55.08	61.8	43.322	61.8	58.26	9.030000000000001	24.6005	4.50025	64.11
1993-09-11	9.129	5.75	17.186	14.355	19.785	5.902	27.996	61.8	34.91	53.683	34.91	55.08	11.605	28.87075	9.030000000000001	73.405
1993-09-12	8.564	4.3	18.8	14.755	21.625	5.601	28.657	34.91	39.218	55.883	39.218	61.8	11.604750000000001	22.698249999999998	11.605	46.51475
1993-09-13	7.514	1.4	22.7	14.155	16.519	4.741	25.875	39.218	49.989	47.135	49.989	34.91	11.44225	21.588250000000002	11.604750000000001	50.660250000000005
1993-09-14	7.25	0.0	20.1	15.7	15.4	4.835	24.809	49.989	63.99	45.045	63.99	39.218	10.7625	23.758249999999997	11.44225	60.75149999999999
1993-09-15	8.0	0.0	17.9	16.8	15.512	6.335	30.221	63.99	77.991	52.068	77.991	49.989	10.675	29.014499999999998	10.7625	74.665
1993-09-16	9.6	0.0	16.1	14.0	18.457	9.004	40.104	77.991	88.762	67.565	88.762	63.99	9.925	36.388999999999996	10.675	87.916
1993-09-17	7.95	0.0	11.4	9.8	21.843	12.073	43.234	88.762	93.07	77.15	93.07	77.991	7.2875000000000005	41.478	9.925	96.0495
1993-09-18	5.75	0.0	3.8	4.2	24.788	14.742	40.536	93.07	62.26	80.065	62.26	88.762	3.4375	43.284	7.2875000000000005	96.5075
1993-09-19	3.0	0.0	0.2	0.4	24.575	15.489	33.11	62.26	49.15	73.174	49.15	93.07	0.9	33.8585	3.4375	63.16
1993-09-20	3.2	2.6	0.897	3.46	22.806	14.53	23.961	49.15	47.41	61.296	47.41	62.26	2.53925	27.61175	0.9	51.68925
1993-09-21	3.4	2.6	2.297	8.86	20.2	12.588	19.834	47.41	38.26	52.622	38.26	49.15	4.28925	25.008	2.53925	51.69925
1993-09-22	3.4	2.6	4.497	9.06	16.625	9.535	17.532	38.26	32.0	43.692	32.0	47.41	4.8892500000000005	20.488	4.28925	43.149249999999995
1993-09-23	3.4	2.6	4.497	8.66	14.85	7.383	16.152	32.0	31.0	38.385	31.0	38.26	4.78925	17.59625	4.8892500000000005	36.78925
1993-09-24	0.2	0.0	4.6	5.6	13.4	5.959	14.487	31.0	29.11	33.845	29.11	32.0	2.5999999999999996	16.2115	4.78925	33.6
1993-09-25	0.0	0.0	3.4	0.4	11.76	4.784	12.669	29.11	25.99	29.213	25.99	31.0	0.95	14.58075	2.5999999999999996	30.06
1993-09-26	0.0	0.0	1.2	0.2	10.608	4.368	11.197	25.99	23.38	26.172	23.38	29.11	0.35	13.04075	0.95	26.34
1993-09-27	0.0	0.0	1.0	0.2	9.71	4.055	9.934	23.38	21.42	23.7	21.42	25.99	0.3	11.769749999999998	0.35	23.68
1993-09-28	0.0	0.0	0.2	0.2	8.992	3.84	8.991	21.42	20.33	21.824	20.33	23.38	0.1	10.81075	0.3	21.520000000000003
1993-09-29	0.8	0.2	8.2	0.8	8.512	3.956	8.328	20.33	20.44	20.796	20.44	21.42	2.5	10.2815	0.1	22.83
1993-09-30	3.035	2.8	12.0	6.2	8.228	4.007	7.971	20.44	26.3	20.205	26.3	20.33	6.00875	10.1615	2.5	26.44875
1993-10-01	6.235	5.0	21.4	10.6	8.775	4.709	9.047	26.3	82.21	22.531	82.21	20.44	10.80875	12.20775	6.00875	37.10875
1993-10-02	7.835	5.961	29.0	12.47	15.618	8.397	13.057	82.21	104.4	37.071	104.4	26.3	13.8165	29.8205	10.80875	96.0265
1993-10-03	7.035	5.761	20.8	11.67	24.712	11.302	19.13	104.4	68.06	55.144	68.06	82.21	11.316500000000001	39.885999999999996	13.8165	115.71650000000001
1993-10-04	6.4	3.361	21.0	7.27	28.45	13.82	23.426	68.06	69.72	65.696	69.72	104.4	9.507750000000001	33.439	11.316500000000001	77.56775
1993-10-05	5.877	1.329	18.8	8.07	32.175	16.236	28.733	69.72	74.218	77.144	74.218	68.06	8.519	36.716	9.507750000000001	78.239
1993-10-06	7.477	0.469	14.4	9.2	30.564	15.625	32.474	74.218	81.154	78.663	81.154	69.72	7.8865	38.22025	8.519	82.1045
1993-10-07	9.423	0.5	19.6	10.361	27.741	15.381	35.111	81.154	87.52	78.233	87.52	74.218	9.971	39.84675	7.8865	91.125
1993-10-08	8.223	0.3	15.8	9.561	31.079	15.457	39.83	87.52	90.31	86.365	90.31	81.154	8.471	43.4715	9.971	95.991
1993-10-09	5.547	3.531	8.6	4.761	34.079	14.771	38.923	90.31	71.14	87.773	71.14	87.52	5.609749999999999	44.52075	8.471	95.91975000000001
1993-10-10	2.547	3.431	5.6	2.361	34.34	13.677	35.278	71.14	59.05	83.294	59.05	90.31	3.48475	38.60875	5.609749999999999	74.62475
1993-10-11	1.0	4.0	1.4	1.2	31.663	12.382	29.579	59.05	68.72	73.624	68.72	71.14	1.9000000000000001	33.168499999999995	3.48475	60.949999999999996
1993-10-12	1.464	4.945	6.4	6.0	31.05	13.298	25.471	68.72	98.35	69.818	98.35	59.05	4.70225	34.63475	1.9000000000000001	73.42225
1993-10-13	2.664	2.745	6.4	5.6	29.938	14.0	25.826	98.35	74.58	69.764	74.58	68.72	4.35225	42.0285	4.70225	102.70224999999999
1993-10-14	2.464	4.145	6.4	5.2	30.238	14.115	25.323	74.58	55.06	69.676	55.06	98.35	4.55225	36.064	4.35225	79.13225
1993-10-15	2.064	3.545	5.4	5.4	30.213	13.777	24.793	55.06	42.92	68.782	42.92	74.58	4.10225	30.96075	4.55225	59.16225
1993-10-16	1.2	2.6	0.2	0.4	26.263	10.693	21.614	42.92	36.39	58.569	36.39	55.06	1.1	25.372500000000002	4.10225	44.02
1993-10-17	0.0	1.4	0.2	0.6	21.825	7.966	16.894	36.39	32.49	46.684	32.49	42.92	0.5499999999999999	20.76875	1.1	36.94
1993-10-18	0.0	0.0	0.2	0.4	17.45	6.175	14.256	32.49	30.28	37.881	30.28	36.39	0.15000000000000002	17.592750000000002	0.5499999999999999	32.64
1993-10-19	0.0	0.0	0.4	0.4	15.125	5.142	12.622	30.28	29.3	32.889	29.3	32.49	0.2	15.79225	0.15000000000000002	30.48
1993-10-20	1.0	3.0	3.2	3.6	13.8	4.865	11.581	29.3	28.16	30.246	28.16	30.28	2.7	14.8865	0.2	32.0
1993-10-21	1.0	4.8	3.4	3.6	13.225	4.632	10.932	28.16	27.79	28.789	27.79	29.3	3.1999999999999997	14.23725	2.7	31.36
1993-10-22	1.0	5.0	3.2	3.6	12.9	4.446	10.508	27.79	26.08	27.854	26.08	28.16	3.1999999999999997	13.911	3.1999999999999997	30.99
1993-10-23	1.0	5.0	3.0	3.4	12.575	4.268	10.119	26.08	24.67	26.963	24.67	27.79	3.1	13.2605	3.1999999999999997	29.18
1993-10-24	0.2	2.4	0.4	0.2	12.125	4.051	9.74	24.67	23.32	25.916	23.32	26.08	0.8	12.646500000000001	3.1	25.470000000000002
1993-10-25	0.2	0.6	0.2	0.0	11.45	3.885	9.314	23.32	22.19	24.65	22.19	24.67	0.25	11.99225	0.8	23.57
1993-10-26	0.2	0.4	0.2	0.0	10.798	3.764	8.831	22.19	21.05	23.393	21.05	23.32	0.2	11.39575	0.25	22.39
1993-10-27	0.2	0.4	0.2	0.0	10.238	3.664	8.401	21.05	20.32	22.303	20.32	22.19	0.2	10.838249999999999	0.2	21.25
1993-10-28	0.0	0.0	0.0	0.0	9.76	3.589	8.02	20.32	19.71	21.368	19.71	21.05	0.0	10.42225	0.2	20.32
1993-10-29	0.0	0.0	0.0	0.0	9.325	3.518	7.704	19.71	19.23	20.546	19.23	20.32	0.0	10.064250000000001	0.0	19.71
1993-10-30	0.2	0.0	0.0	0.0	8.96	3.45	7.461	19.23	18.76	19.871	18.76	19.71	0.05	9.77525	0.0	19.28
1993-10-31	0.2	0.0	0.0	0.0	8.702	3.378	7.288	18.76	18.53	19.368	18.53	19.23	0.05	9.532	0.05	18.810000000000002
1993-11-01	0.2	0.0	0.2	0.8	8.518	3.333	7.143	18.53	18.36	18.994	18.36	18.76	0.30000000000000004	9.381	0.05	18.830000000000002
1993-11-02	0.2	0.0	0.2	0.8	8.358	3.31	7.017	18.36	18.0	18.685	18.0	18.53	0.30000000000000004	9.26125	0.30000000000000004	18.66
1993-11-03	0.6	0.6	1.6	1.8	8.262	3.294	6.929	18.0	17.7	18.486	17.7	18.36	1.15	9.12125	0.30000000000000004	19.15
1993-11-04	0.6	0.6	2.4	2.4	8.16	3.29	6.83	17.7	17.8	18.28	17.8	18.0	1.5	8.995000000000001	1.15	19.2
1993-11-05	0.6	0.6	2.2	1.6	8.072	3.261	6.759	17.8	17.5	18.092	17.5	17.7	1.25	8.972999999999999	1.5	19.05
1993-11-06	0.6	0.6	2.4	1.8	7.962	3.219	6.687	17.5	17.15	17.868	17.15	17.8	1.3499999999999999	8.841999999999999	1.25	18.85
1993-11-07	0.2	0.0	1.4	0.8	7.82	3.192	6.624	17.15	16.48	17.636	16.48	17.5	0.6	8.6965	1.3499999999999999	17.75
1993-11-08	0.2	0.0	0.6	0.4	7.685	3.164	6.572	16.48	17.7	17.422	17.7	17.15	0.30000000000000004	8.475249999999999	0.6	16.78
1993-11-09	0.2	1.8	11.2	0.5	7.662	3.279	6.508	17.7	24.88	17.45	24.88	16.48	3.425	8.78725	0.30000000000000004	21.125
1993-11-10	0.2	2.2	11.2	0.3	8.343	3.499	8.235	24.88	26.69	20.076	26.69	17.7	3.475	11.239249999999998	3.425	28.355
1993-11-11	0.0	2.2	12.2	0.3	8.972	3.606	9.17	26.69	22.02	21.749	22.02	24.88	3.675	12.1095	3.475	30.365000000000002
1993-11-12	0.4	2.2	17.6	3.0	9.237	3.663	9.672	22.02	26.34	22.572	26.34	26.69	5.800000000000001	11.148	3.675	27.82
1993-11-13	0.696	0.4	11.374	8.7	9.785	4.009	11.804	26.34	114.9	25.598	114.9	22.02	5.2925	12.9845	5.800000000000001	31.6325
1993-11-14	0.8	0.0	13.574	10.7	14.387	4.933	19.824	114.9	97.19	39.144	97.19	26.34	6.2684999999999995	38.511	5.2925	121.16850000000001
1993-11-15	0.8	0.0	12.174	10.7	23.412	6.41	22.41	97.19	52.9	52.232	52.9	114.9	5.9185	37.3555	6.2684999999999995	103.10849999999999
1993-11-16	0.4	0.0	6.774	7.8	27.152	7.179	23.786	52.9	39.39	58.116	39.39	97.19	3.7435	27.75425	5.9185	56.643499999999996
1993-11-17	0.104	0.0	2.4	2.0	28.802	7.27	22.862	39.39	36.0	58.934	36.0	52.9	1.126	24.581	3.7435	40.516
1993-11-18	0.0	0.0	0.0	0.0	25.025	6.553	13.942	36.0	31.05	45.52	31.05	39.39	0.0	20.38	1.126	36.0
1993-11-19	0.0	0.0	0.2	0.0	16.45	5.316	11.008	31.05	26.0	32.774	26.0	36.0	0.05	15.956	0.0	31.1
1993-11-20	0.0	0.0	0.8	0.0	13.25	4.769	9.516	26.0	24.69	27.535	24.69	31.05	0.2	13.38375	0.05	26.2
1993-11-21	0.0	2.0	1.0	0.0	11.7	4.498	8.634	24.69	24.5	24.833	24.5	26.0	0.75	12.380500000000001	0.2	25.44
1993-11-22	0.0	3.0	3.2	0.0	10.875	4.301	8.059	24.5	24.41	23.234	24.41	24.69	1.55	11.93375	0.75	26.05
1993-11-23	0.0	3.0	3.4	0.0	10.425	4.167	7.628	24.41	22.32	22.22	22.32	24.5	1.6	11.657499999999999	1.55	26.01
1993-11-24	0.0	3.0	2.8	0.0	10.055	4.054	7.251	22.32	21.49	21.359	21.49	24.41	1.45	10.92	1.6	23.77
1993-11-25	0.6	1.0	4.8	2.5	9.955	3.895	6.987	21.49	26.25	20.837	26.25	22.32	2.225	10.58175	1.45	23.715
1993-11-26	0.6	0.0	3.0	2.5	10.93	3.872	7.218	26.25	30.47	22.02	30.47	21.49	1.525	12.067499999999999	2.225	27.775
1993-11-27	0.6	0.0	2.6	2.5	11.83	3.883	7.705	30.47	29.9	23.417	29.9	26.25	1.425	13.472	1.525	31.895
1993-11-28	0.6	0.0	2.6	2.5	13.25	3.954	8.349	29.9	33.5	25.553	33.5	30.47	1.425	13.86325	1.425	31.325
1993-11-29	3.8	1.2	0.4	0.0	14.275	4.037	8.836	33.5	45.39	27.148	45.39	29.9	1.35	15.162	1.425	34.85
1993-11-30	5.4	3.6	4.6	3.2	16.45	5.007	9.292	45.39	58.28	30.749	58.28	33.5	4.2	19.034750000000003	1.35	49.59
1993-12-01	5.8	4.6	9.8	6.171	20.075	5.808	13.26	58.28	99.25	39.143	99.25	45.39	6.59275	24.35575	4.2	64.87275
1993-12-02	6.4	4.6	14.213	8.597	27.85	7.576	20.424	99.25	99.11	55.85	99.11	58.28	8.4525	38.775	6.59275	107.7025
1993-12-03	4.2	3.4	17.613	10.371	32.975	8.761	29.387	99.11	113.5	71.123	113.5	99.25	8.896	42.55825	8.4525	108.006
1993-12-04	6.2	1.4	16.0	8.4	35.3	8.647	37.055	113.5	95.15	81.001	95.15	99.11	8.0	48.6255	8.896	121.5
1993-12-05	7.2	0.4	13.6	6.429	35.725	8.478	39.292	95.15	52.83	83.496	52.83	113.5	6.9072499999999994	44.66125	8.0	102.05725000000001
1993-12-06	7.556	0.4	18.388	6.019	28.875	7.27	35.872	52.83	80.19	72.017	80.19	95.15	8.09075	31.21175	6.9072499999999994	60.92075
1993-12-07	6.756	0.4	21.388	7.444	30.075	6.7	36.753	80.19	97.34	73.527	97.34	52.83	8.997000000000002	38.4295	8.09075	89.187
1993-12-08	4.031	0.0	25.394	9.667	31.6	6.54	39.188	97.34	99.099	77.328	99.099	80.19	9.773	43.667	8.997000000000002	107.113
1993-12-09	3.631	0.0	30.894	12.267	33.881	6.699	43.822	99.099	100.218	84.402	100.218	97.34	11.698	45.87525	9.773	110.797
1993-12-10	3.8	1.6	31.3	13.985	39.275	7.071	51.166	100.218	100.812	97.512	100.812	99.099	12.67125	49.432500000000005	11.698	112.88925
1993-12-11	4.2	1.6	35.1	14.585	39.6	7.573	52.593	100.812	101.0	99.766	101.0	100.218	13.871250000000002	50.1445	12.67125	114.68325
1993-12-12	4.482	2.067	28.106	14.333	38.25	8.194	49.28	101.0	101.019	95.725	101.019	100.812	12.247	49.181	13.871250000000002	113.247
1993-12-13	4.522	3.4	26.106	12.126	36.575	8.915	47.207	101.019	101.031	92.697	101.031	101.0	11.5385	48.429	12.247	112.5575
1993-12-14	4.26	3.6	16.5	8.392	34.503	9.713	46.576	101.031	101.038	90.793	101.038	101.019	8.187999999999999	47.95575	11.5385	109.21900000000001
1993-12-15	3.705	4.8	8.18	4.742	32.21	10.571	45.802	101.038	101.042	88.583	101.042	101.031	5.35675	47.405249999999995	8.187999999999999	106.39475
1993-12-16	2.948	4.333	12.38	1.942	31.831	11.466	48.894	101.042	101.044	92.191	101.044	101.038	5.40075	48.30825	5.35675	106.44275
1993-12-17	1.908	3.0	10.88	1.15	31.595	12.38	50.054	101.044	101.047	94.029	101.047	101.042	4.2345	48.768249999999995	5.40075	105.2785
1993-12-18	1.045	1.2	18.48	1.594	31.437	13.291	48.955	101.047	101.053	93.684	101.053	101.044	5.579750000000001	48.6825	4.2345	106.62675
1993-12-19	0.4	1.0	20.4	1.6	31.291	14.181	47.002	101.053	101.062	92.474	101.062	101.047	5.85	48.38175	5.579750000000001	106.90299999999999
1993-12-20	0.0	1.0	16.2	1.2	31.091	15.028	44.375	101.062	101.077	90.494	101.077	101.053	4.6	47.888999999999996	5.85	105.66199999999999
1993-12-21	0.4	1.0	11.8	0.6	30.771	15.813	41.622	101.077	101.1	88.205	101.1	101.062	3.45	47.320750000000004	4.6	104.527
1993-12-22	4.0	1.6	13.2	0.156	29.882	16.515	43.123	101.1	111.4	89.52	111.4	101.077	4.738999999999999	47.655	3.45	105.839
1993-12-23	6.2	2.6	19.8	0.3	30.821	17.114	44.202	111.4	103.9	92.136	103.9	101.1	7.2250000000000005	50.88425	4.738999999999999	118.625
1993-12-24	6.4	3.9	22.4	0.9	32.225	17.59	44.664	103.9	88.64	94.479	88.64	111.4	8.4	49.594750000000005	7.2250000000000005	112.30000000000001
1993-12-25	6.0	4.5	23.0	1.3	32.25	17.924	42.488	88.64	68.55	92.662	68.55	103.9	8.7	45.325500000000005	8.4	97.34
1993-12-26	2.4	4.9	17.4	1.3	30.875	17.382	35.208	68.55	57.25	83.465	57.25	88.64	6.5	38.00375	8.7	75.05
1993-12-27	0.2	2.9	7.6	1.0	27.05	15.64	28.502	57.25	52.94	71.192	52.94	68.55	2.925	32.1105	6.5	60.175
